BCBS_Name,Acronym
Blue Cross Blue Shield of Illinois,GVX
Premera Blue Cross,GVY
Blue Cross Blue Shield of Massachusetts,GVZ
Blue Shield of California,GWA
Horizon Blue Cross Blue Shield of New Jersey,GWB
Blue Cross Blue Shield of South Carolina,GWC
BCBS of Tennessee,GWD
Anthem BCBS of Virginia,GWE
Anthem Blue Cross of California,GWF
Highmark BCBS of Pennsylvania,GWG
Blue Shield of Northeastern New York,GWH
Anthem BCBS of Wisconsin,GWI
Premera Blue Cross,GWJ
Blue Cross Blue Shield of Illinois,GWK
Wellmark BCBS,GWL
BCBS of Alabama,GWM
Blue Cross Blue Shield of Rhode Island,GWN
Blue Cross of Idaho,GWO
Anthem BCBS of Wisconsin,GWP
Anthem Blue Cross of California,GWQ
Blue Cross Blue Shield of South Carolina,GWR
Blue Shield of California,GWS
Anthem BCBS of Virginia,GWT
Blue Cross of Idaho,GWU
Anthem Blue Cross of California,GWV
Blue Cross Blue Shield of Texas,GWW
Blue Cross Blue Shield of Minnesota,GWX
Blue Cross Blue Shield of Illinois,GWY
Wellmark BCBS,GWZ
Anthem BCBS of Nevada,GXA
Blue Cross Blue Shield of Massachusetts,GXB
Blue Cross Blue Shield of Illinois,GXC
Wellmark BCBS,GXD
Wellmark BCBS,GXE
Blue Cross Blue Shield of Illinois,GXF
Highmark BCBS of Pennsylvania,GXG
Blue Cross Blue Shield of Minnesota,GXH
Blue Cross Blue Shield of Georgia,GXI
Blue Cross Blue Shield of Georgia,GXJ
CareFirst BCBS,GXK
Wellmark BCBS,GXL
Highmark BCBS of Pennsylvania,GXM
Blue Cross Blue Shield of Michigan,GXN
CareFirst BCBS,GXO
Blue Cross Blue Shield of Nebraska,GXP
Regence Blue Cross Blue Shield of Utah,GXQ
Blue Cross Blue Shield of Massachusetts,GXR
Assigned,GXS
Anthem BCBS of Georgia,GXT
Blue Cross Blue Shield of Michigan,GXU
Blue Cross Blue Shield of South Carolina,GXV
BCBS of Western New York,GXW
Blue Cross Blue Shield of Michigan,GXX
Blue Shield of California,GXY
Blue Cross Blue Shield of Minnesota,GXZ
Blue Cross Blue Shield of Texas,GYA
Blue Cross Blue Shield of Texas,GYB
Anthem BCBS of Ohio,GYC
Blue Cross Blue Shield of Texas,GYD
Blue Cross Blue Shield of Texas,GYE
Blue Cross Blue Shield of Minnesota,GYF
Blue Cross Blue Shield of Texas,GYG
Blue Cross Blue Shield of Illinois,GYH
Blue Cross Blue Shield of Georgia,GYI
Anthem Blue Cross of California,GYJ
Blue Cross Blue Shield of Oklahoma,GYK
Blue Cross Blue Shield of Wisconsin,GYL
Blue Shield of California,GYM
Blue Cross Blue Shield of Georgia,GYN
Anthem Blue Cross of California,GYO
Blue Cross Blue Shield of Minnesota,GYP
Anthem Blue Cross of California,GYQ
Anthem BCBS of Ohio,GYR
Blue Cross Blue Shield of Massachusetts,GYS
Blue Cross Blue Shield of Michigan,GYT
Highmark BCBS of Pennsylvania,GYU
Anthem BCBS of Virginia,GYV
Blue Cross Blue Shield of Georgia,GYW
Blue Cross Blue Shield of Minnesota,GYX
Blue Cross Blue Shield of Michigan,GYY
Anthem BCBS of Nevada,GYZ
Blue Cross Blue Shield of New Mexico,GZA
Anthem Blue Cross of California,GZB
Anthem BCBS of Virginia,GZC
Blue Cross Blue Shield of Michigan,GZD
CareFirst BCBS,GZE
BCBS of Alabama,GZF
BCBS of Western New York,GZG
Anthem BCBS of Connecticut,GZH
Blue Cross Blue Shield of South Carolina,GZI
Blue Cross Blue Shield of Massachusetts,GZJ
Anthem BCBS of Missouri,GZK
Anthem BCBS of Nevada,GZL
Independence Blue Cross,GZM
Regence Blue Shield of Washington,GZN
Blue Cross Blue Shield of Michigan,GZO
Blue Cross Blue Shield of Massachusetts,GZP
BCBS of Western New York,GZQ
Blue Cross Blue Shield of Illinois,GZR
Regence Blue Cross Blue Shield of Oregon,GZS
Blue Cross Blue Shield of Minnesota,GZT
Blue Cross Blue Shield of Illinois,GZU
Wellmark BCBS,GZV
Blue Cross of California,GZW
Blue Cross Blue Shield of Minnesota,GZX
Anthem BCBS of Wisconsin,GZY
Regence Blue Shield of Washington,GZZ
